DBInstanceIdentifier,DBInstanceClass,Engine,DBInstanceStatus,MasterUsername,DBName,AllocatedStorage,InstanceCreateTime,PreferredBackupWindow,BackupRetentionPeriod,DBSecurityGroups,VpcSecurityGroups,DBParameterGroups,AvailabilityZone,PreferredMaintenanceWindow,MultiAZ,EngineVersion,AutoMinorVersionUpgrade,ReadReplicaDBInstanceIdentifiers,LicenseModel,OptionGroupMemberships,PubliclyAccessible,StorageType,DbInstancePort,DBClusterIdentifier,StorageEncrypted,KmsKeyId,DbiResourceId,CACertificateIdentifier,DomainMemberships,CopyTagsToSnapshot,MonitoringInterval,EnhancedMonitoringResourceArn,MonitoringRoleArn,PromotionTier,DBInstanceArn,IAMDatabaseAuthenticationEnabled,PerformanceInsightsEnabled,PerformanceInsightsKMSKeyId,PerformanceInsightsRetentionPeriod,EnabledCloudwatchLogsExports,DeletionProtection,AssociatedRoles,TagList,CustomerOwnedIpEnabled,BackupTarget,Endpoint.Address,Endpoint.Port,Endpoint.HostedZoneId,DBSubnetGroup.DBSubnetGroupName,DBSubnetGroup.DBSubnetGroupDescription,DBSubnetGroup.VpcId,DBSubnetGroup.SubnetGroupStatus,DBSubnetGroup.Subnets,LatestRestorableTime,SecondaryAvailabilityZone,MaxAllocatedStorage,ActivityStreamStatus,ReadReplicaSourceDBInstanceIdentifier,StatusInfos,Iops
giftcard-prod-0,db.r6g.large,aurora-mysql,available,gds_admin,giftcard_prod,1,2021-05-18 10:15:59.813000+00:00,07:14-07:44,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1c,tue:07:12-tue:07:42,False,5.7.mysql_aurora.2.10.1,False,[],general-public-license,"[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]",False,aurora,0,giftcard-prod,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,db-OY4WWJR3IGJGCQ6W2AN6WIIJA4,rds-ca-2019,[],False,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-OY4WWJR3IGJGCQ6W2AN6WIIJA4,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,0.0,arn:aws:rds:us-west-1:497256801702:db:giftcard-prod-0,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,['slowquery'],False,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/orders-and-payments'}, {'Key': 'TenantTeam', 'Value': 'cap-payments@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'orders-and-payments'}, {'Key': 'environment', 'Value': 'giftcard-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-29606'}]",False,region,giftcard-prod-0.czlsgz0xic0p.us-west-1.rds.amazonaws.com,3306,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,nan,nan,nan,nan,nan,nan
giftcard-prod-1,db.r6g.large,aurora-mysql,available,gds_admin,giftcard_prod,1,2021-05-18 10:25:19.152000+00:00,07:14-07:44,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1a,fri:07:38-fri:08:08,False,5.7.mysql_aurora.2.10.1,False,[],general-public-license,"[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]",False,aurora,0,giftcard-prod,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,db-RWMIVW2UXGBQSDBCF5DPE72U7Q,rds-ca-2019,[],False,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-RWMIVW2UXGBQSDBCF5DPE72U7Q,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,0.0,arn:aws:rds:us-west-1:497256801702:db:giftcard-prod-1,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,['slowquery'],False,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/orders-and-payments'}, {'Key': 'TenantTeam', 'Value': 'cap-payments@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'orders-and-payments'}, {'Key': 'environment', 'Value': 'giftcard-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-29606'}]",False,region,giftcard-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com,3306,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,nan,nan,nan,nan,nan,nan
glive-3rd-party-prod-0,db.r6g.large,aurora-mysql,available,gds_admin,glive_3rd_party_production,1,2021-06-10 09:19:25.332000+00:00,06:14-06:44,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1c,wed:11:38-wed:12:08,False,5.7.mysql_aurora.2.10.1,False,[],general-public-license,"[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]",False,aurora,0,glive-3rd-party-prod,False,nan,db-ASY26ZNCZBHSAM7C77D6WC3TMU,rds-ca-2019,[],False,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-ASY26ZNCZBHSAM7C77D6WC3TMU,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,0.0,arn:aws:rds:us-west-1:497256801702:db:glive-3rd-party-prod-0,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,['slowquery'],False,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/3pip-custom-integrations-eng'}, {'Key': 'TenantTeam', 'Value': 'ttd-dev.supply@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': '3pip-custom-integrations-eng'}, {'Key': 'environment', 'Value': 'glive-3rd-party-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-29785'}]",False,region,glive-3rd-party-prod-0.czlsgz0xic0p.us-west-1.rds.amazonaws.com,3306,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,nan,nan,nan,nan,nan,nan
glive-3rd-party-prod-1,db.r6g.large,aurora-mysql,available,gds_admin,glive_3rd_party_production,1,2021-06-10 09:10:42.239000+00:00,06:14-06:44,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1a,sun:06:07-sun:06:37,False,5.7.mysql_aurora.2.10.1,False,[],general-public-license,"[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]",False,aurora,0,glive-3rd-party-prod,False,nan,db-ZVAWW3BP5TWERJJ75PWIMZ5A6U,rds-ca-2019,[],False,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-ZVAWW3BP5TWERJJ75PWIMZ5A6U,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,0.0,arn:aws:rds:us-west-1:497256801702:db:glive-3rd-party-prod-1,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,['slowquery'],False,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/3pip-custom-integrations-eng'}, {'Key': 'TenantTeam', 'Value': 'ttd-dev.supply@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': '3pip-custom-integrations-eng'}, {'Key': 'environment', 'Value': 'glive-3rd-party-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-29785'}]",False,region,glive-3rd-party-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com,3306,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,nan,nan,nan,nan,nan,nan
glive-gia-prod-prod-0,db.r6g.large,aurora-mysql,available,gds_admin,glive_gia_prod_prod,1,2021-03-10 15:17:03.384000+00:00,10:35-11:05,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1c,wed:09:26-wed:09:56,False,5.7.mysql_aurora.2.10.1,False,[],general-public-license,"[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]",False,aurora,0,glive-gia-prod-prod,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,db-ZJIS6IDHE6TXG7M36ZJSDJKSO4,rds-ca-2019,[],False,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-ZJIS6IDHE6TXG7M36ZJSDJKSO4,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,0.0,arn:aws:rds:us-west-1:497256801702:db:glive-gia-prod-prod-0,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,['slowquery'],False,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/grouponlive-checkout'}, {'Key': 'TenantTeam', 'Value': 'ttd-dev.cx@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'grouponlive-checkout'}, {'Key': 'environment', 'Value': 'glive-gia-prod-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-28665'}]",False,region,glive-gia-prod-prod-0.czlsgz0xic0p.us-west-1.rds.amazonaws.com,3306,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,nan,nan,nan,nan,nan,nan
glive-gia-prod-prod-1,db.r6g.large,aurora-mysql,available,gds_admin,glive_gia_prod_prod,1,2021-03-10 15:08:48.083000+00:00,10:35-11:05,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1a,mon:07:02-mon:07:32,False,5.7.mysql_aurora.2.10.1,False,[],general-public-license,"[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]",False,aurora,0,glive-gia-prod-prod,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,db-HFF47NV2DHPB63UT5XLYXNWY24,rds-ca-2019,[],False,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-HFF47NV2DHPB63UT5XLYXNWY24,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,0.0,arn:aws:rds:us-west-1:497256801702:db:glive-gia-prod-prod-1,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,['slowquery'],False,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/grouponlive-checkout'}, {'Key': 'TenantTeam', 'Value': 'ttd-dev.cx@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'grouponlive-checkout'}, {'Key': 'environment', 'Value': 'glive-gia-prod-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-28665'}]",False,region,glive-gia-prod-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com,3306,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,nan,nan,nan,nan,nan,nan
glive-inventory-prod-0,db.r6g.4xlarge,aurora-mysql,available,gds_admin,glive_inventory_prod,1,2021-03-15 23:37:13.578000+00:00,09:03-09:33,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1c,mon:07:06-mon:07:36,False,5.7.mysql_aurora.2.10.1,False,[],general-public-license,"[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]",False,aurora,0,glive-inventory-prod,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,db-XCEI7GG5NU7DZ6WLQ2S6GWWPKU,rds-ca-2019,[],False,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-XCEI7GG5NU7DZ6WLQ2S6GWWPKU,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,0.0,arn:aws:rds:us-west-1:497256801702:db:glive-inventory-prod-0,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,['slowquery'],False,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/grouponlive-inventory-service'}, {'Key': 'TenantTeam', 'Value': 'ttd-dev.supply@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'grouponlive-inventory-service'}, {'Key': 'environment', 'Value': 'glive-inventory-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-28714'}]",False,region,glive-inventory-prod-0.czlsgz0xic0p.us-west-1.rds.amazonaws.com,3306,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,nan,nan,nan,nan,nan,nan
glive-inventory-prod-1,db.r6g.4xlarge,aurora-mysql,available,gds_admin,glive_inventory_prod,1,2021-03-15 23:29:03.980000+00:00,09:03-09:33,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1a,sun:13:14-sun:13:44,False,5.7.mysql_aurora.2.10.1,False,[],general-public-license,"[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]",False,aurora,0,glive-inventory-prod,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,db-TILRO4NGLLN5RX7FCTEABYTMLA,rds-ca-2019,[],False,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-TILRO4NGLLN5RX7FCTEABYTMLA,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,0.0,arn:aws:rds:us-west-1:497256801702:db:glive-inventory-prod-1,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,['slowquery'],False,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/grouponlive-inventory-service'}, {'Key': 'TenantTeam', 'Value': 'ttd-dev.supply@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'grouponlive-inventory-service'}, {'Key': 'environment', 'Value': 'glive-inventory-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-28714'}]",False,region,glive-inventory-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com,3306,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,nan,nan,nan,nan,nan,nan
god-dashboard-prod,db.r5.2xlarge,postgres,available,gds_admin,god_dashboard_prod,2000,2022-04-18 05:58:08.714000+00:00,03:00-06:00,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-postgres11-large', 'ParameterApplyStatus': 'in-sync'}]",us-west-1c,mon:00:00-mon:03:00,True,11.15,False,['god-dashboard-prod-1'],postgresql-license,"[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]",False,gp2,0,nan,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,db-O4WVNUFNK4YWF4W3VQZDUPBYCY,rds-ca-2019,[],True,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-O4WVNUFNK4YWF4W3VQZDUPBYCY,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,nan,arn:aws:rds:us-west-1:497256801702:db:god-dashboard-prod,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,nan,True,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/AppSec'}, {'Key': 'TenantTeam', 'Value': 'appsec@groupon.com'}, {'Key': 'Owner', 'Value': 'Benjamin Lawson'}, {'Key': 'TenantService', 'Value': 'AppSec'}, {'Key': 'environment', 'Value': 'god-dashboard-prod'}, {'Key': 'Service', 'Value': 'Groupon Online Defense Dashboard'}, {'Key': 'jira', 'Value': 'GDS-32501'}]",False,region,god-dashboard-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com,5432,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",2022-06-27 13:26:29+00:00,us-west-1a,3000.0,stopped,nan,nan,nan
god-dashboard-prod-1,db.r5.2xlarge,postgres,available,gds_admin,god_dashboard_prod,2000,2022-04-18 08:23:14.352000+00:00,03:00-06:00,0,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-postgres11-large', 'ParameterApplyStatus': 'in-sync'}]",us-west-1c,mon:00:00-mon:03:00,True,11.15,False,[],postgresql-license,"[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]",False,gp2,0,nan,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,db-UUT3FGSTEUTX5TQETKY5Q57Z4U,rds-ca-2019,[],True,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-UUT3FGSTEUTX5TQETKY5Q57Z4U,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,nan,arn:aws:rds:us-west-1:497256801702:db:god-dashboard-prod-1,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,nan,True,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/AppSec'}, {'Key': 'TenantTeam', 'Value': 'appsec@groupon.com'}, {'Key': 'Owner', 'Value': 'Benjamin Lawson'}, {'Key': 'TenantService', 'Value': 'AppSec'}, {'Key': 'environment', 'Value': 'god-dashboard-prod'}, {'Key': 'Service', 'Value': 'Groupon Online Defense Dashboard'}, {'Key': 'jira', 'Value': 'GDS-32501'}]",False,region,god-dashboard-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com,5432,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,us-west-1a,3000.0,stopped,god-dashboard-prod,"[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]",nan
goods-cart-svc-prod-0,db.r6g.xlarge,aurora-mysql,available,gds_admin,cart_production,1,2021-07-15 15:42:21.894000+00:00,06:16-06:46,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1c,thu:07:09-thu:07:39,False,5.7.mysql_aurora.2.10.1,False,[],general-public-license,"[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]",False,aurora,0,goods-cart-svc-prod,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,db-FM2YR4MUWFH4JS4F5XWC2XB4OU,rds-ca-2019,[],False,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-FM2YR4MUWFH4JS4F5XWC2XB4OU,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,0.0,arn:aws:rds:us-west-1:497256801702:db:goods-cart-svc-prod-0,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,['slowquery'],False,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/Goods CX'}, {'Key': 'TenantTeam', 'Value': 'goods-web-cx-eng@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'Goods CX'}, {'Key': 'environment', 'Value': 'goods-cart-svc-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-30232'}]",False,region,goods-cart-svc-prod-0.czlsgz0xic0p.us-west-1.rds.amazonaws.com,3306,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,nan,nan,nan,nan,nan,nan
