DBInstanceIdentifier	DBInstanceClass	Engine	DBInstanceStatus	MasterUsername	DBName	AllocatedStorage	InstanceCreateTime	PreferredBackupWindow	BackupRetentionPeriod	DBSecurityGroups	VpcSecurityGroups	DBParameterGroups	AvailabilityZone	PreferredMaintenanceWindow	MultiAZ	EngineVersion	AutoMinorVersionUpgrade	ReadReplicaDBInstanceIdentifiers	LicenseModel	OptionGroupMemberships	PubliclyAccessible	StorageType	DbInstancePort	DBClusterIdentifier	StorageEncrypted	KmsKeyId	DbiResourceId	CACertificateIdentifier	DomainMemberships	CopyTagsToSnapshot	MonitoringInterval	EnhancedMonitoringResourceArn	MonitoringRoleArn	PromotionTier	DBInstanceArn	IAMDatabaseAuthenticationEnabled	PerformanceInsightsEnabled	PerformanceInsightsKMSKeyId	PerformanceInsightsRetentionPeriod	EnabledCloudwatchLogsExports	DeletionProtection	AssociatedRoles	TagList	CustomerOwnedIpEnabled	BackupTarget	Endpoint.Address	Endpoint.Port	Endpoint.HostedZoneId	DBSubnetGroup.DBSubnetGroupName	DBSubnetGroup.DBSubnetGroupDescription	DBSubnetGroup.VpcId	DBSubnetGroup.SubnetGroupStatus	DBSubnetGroup.Subnets	LatestRestorableTime	SecondaryAvailabilityZone	MaxAllocatedStorage	ActivityStreamStatus	ReadReplicaSourceDBInstanceIdentifier	StatusInfos	Iops	region_code
shipment-tracker-prod-0	db.r6g.4xlarge	aurora-mysql	available	gds_admin	shipment_tracker_prod	1	2022-07-22 06:35:08.356000+00:00	08:00-08:30	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	sat:08:08-sat:08:38	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	shipment-tracker-prod	True	arn:aws:kms:us-west-1:497256801702:key/mrk-20435c510ff141608437364b96e1ca20	db-HZEPBNB6LCZXPNCLBF5TPVP3OI	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-HZEPBNB6LCZXPNCLBF5TPVP3OI	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:shipment-tracker-prod-0	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/shipment-tracker-frontend'}, {'Key': 'TenantTeam', 'Value': 'goods_outbound_post_dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'shipment-tracker-frontend'}, {'Key': 'environment', 'Value': 'shipment-tracker-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-28925'}]	False	region	shipment-tracker-prod-0.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
shipment-tracker-prod-1	db.r6g.4xlarge	aurora-mysql	available	gds_admin	shipment_tracker_prod	1	2022-07-22 06:25:09.512000+00:00	08:00-08:30	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	tue:12:38-tue:13:08	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	shipment-tracker-prod	True	arn:aws:kms:us-west-1:497256801702:key/mrk-20435c510ff141608437364b96e1ca20	db-XMPTF5UADTU2DYANEVFVKRTBCU	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-XMPTF5UADTU2DYANEVFVKRTBCU	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:shipment-tracker-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/shipment-tracker-frontend'}, {'Key': 'TenantTeam', 'Value': 'goods_outbound_post_dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'shipment-tracker-frontend'}, {'Key': 'environment', 'Value': 'shipment-tracker-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-28925'}]	False	region	shipment-tracker-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
sms-cons-prod	db.r5.large	postgres	available	gds_admin	sms_cons_prod	500	2022-04-06 09:45:56.415000+00:00	03:00-06:00	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	mon:00:00-mon:03:00	True	11.15	False	['sms-cons-prod-1']	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-A4E7UGXWNJ7LAT6JZTMQQGQQEI	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-A4E7UGXWNJ7LAT6JZTMQQGQQEI	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:sms-cons-prod	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/sms-consent-service'}, {'Key': 'TenantTeam', 'Value': 'sms-service-engineering@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'sms-consent-service'}, {'Key': 'environment', 'Value': 'sms-cons-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-32558'}]	False	region	sms-cons-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	2022-08-04 12:29:34+00:00	us-west-1a	1000.0	stopped	nan	nan	nan	usw1
sms-cons-prod-1	db.r5.large	postgres	available	gds_admin	sms_cons_prod	500	2022-04-06 10:05:46.308000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	mon:00:00-mon:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-WZSZQZ6DHVX7UJMSQJ3R4E6DGM	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-WZSZQZ6DHVX7UJMSQJ3R4E6DGM	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:sms-cons-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/sms-consent-service'}, {'Key': 'TenantTeam', 'Value': 'sms-service-engineering@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'sms-consent-service'}, {'Key': 'environment', 'Value': 'sms-cons-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-32558'}]	False	region	sms-cons-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	us-west-1a	1000.0	stopped	sms-cons-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	usw1
succ-prod-0	db.r6g.large	aurora-mysql	available	gds_admin	succ_prod	1	2021-06-01 12:36:42.833000+00:00	08:03-08:33	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	fri:09:12-fri:09:42	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	succ-prod	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-6JSA4M33LZI6UAPHBXONPEV5QY	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-6JSA4M33LZI6UAPHBXONPEV5QY	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:succ-prod-0	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/getaways-engineering'}, {'Key': 'TenantTeam', 'Value': 'getaways-eng@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'getaways-engineering'}, {'Key': 'environment', 'Value': 'succ-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-29729'}]	False	region	succ-prod-0.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
succ-prod-1	db.r6g.large	aurora-mysql	available	gds_admin	succ_prod	1	2021-06-01 12:45:44.389000+00:00	08:03-08:33	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	sun:11:08-sun:11:38	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	succ-prod	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-WYSZLNNABE5Y4ATAQC4K2LZ6GU	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-WYSZLNNABE5Y4ATAQC4K2LZ6GU	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:succ-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/getaways-engineering'}, {'Key': 'TenantTeam', 'Value': 'getaways-eng@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'getaways-engineering'}, {'Key': 'environment', 'Value': 'succ-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-29729'}]	False	region	succ-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
taxonomyv2-prod	db.r5.large	postgres	available	gds_admin	taxonomyv2_prod	500	2021-03-15 05:22:07.503000+00:00	03:00-06:00	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-large', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	mon:00:00-mon:03:00	True	11.15	False	['taxonomyv2-prod-1', 'arn:aws:rds:eu-west-1:497256801702:db:taxonomyv2-prod-replica']	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-LTFYKGULD4SBNDHR7M746HQ56I	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-LTFYKGULD4SBNDHR7M746HQ56I	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:taxonomyv2-prod	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/taxonomyv2'}, {'Key': 'TenantTeam', 'Value': 'taxonomy-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'taxonomyv2'}, {'Key': 'environment', 'Value': 'taxonomyv2-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-28058'}]	False	region	taxonomyv2-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	2022-08-04 12:29:36+00:00	us-west-1c	1000.0	stopped	nan	nan	nan	usw1
taxonomyv2-prod-1	db.r5.large	postgres	available	gds_admin	taxonomyv2_prod	500	2021-03-15 05:39:40.814000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-large', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	mon:00:00-mon:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-OLOWXTJ52PFP4FNIBG6FB4W6VM	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-OLOWXTJ52PFP4FNIBG6FB4W6VM	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:taxonomyv2-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/taxonomyv2'}, {'Key': 'TenantTeam', 'Value': 'taxonomy-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'taxonomyv2'}, {'Key': 'environment', 'Value': 'taxonomyv2-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-28058'}]	False	region	taxonomyv2-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	us-west-1a	1000.0	stopped	taxonomyv2-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	usw1
testrail-prod-0	db.r6g.4xlarge	aurora-mysql	available	gds_admin	testrail_prod	1	2021-03-04 23:47:34.787000+00:00	08:42-09:12	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	tue:07:03-tue:07:33	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	testrail-prod	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-D6CAVE3A5WPK3ZFYNHPD3AUQGY	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-D6CAVE3A5WPK3ZFYNHPD3AUQGY	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:testrail-prod-0	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/testrail'}, {'Key': 'TenantTeam', 'Value': 'testrail-admins@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'testrail'}, {'Key': 'environment', 'Value': 'testrail-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-28576'}]	False	region	testrail-prod-0.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
testrail-prod-1	db.r6g.4xlarge	aurora-mysql	available	gds_admin	testrail_prod	1	2021-03-04 23:57:41.275000+00:00	08:42-09:12	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]	us-west-1c	sun:08:55-sun:09:25	False	5.7.mysql_aurora.2.10.1	False	[]	general-public-license	[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]	False	aurora	0	testrail-prod	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	db-DAZHAKG7UBKDLM2KNCJ5PRCT5E	rds-ca-2019	[]	False	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-DAZHAKG7UBKDLM2KNCJ5PRCT5E	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	0.0	arn:aws:rds:us-west-1:497256801702:db:testrail-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	['slowquery']	False	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/testrail'}, {'Key': 'TenantTeam', 'Value': 'testrail-admins@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'testrail'}, {'Key': 'environment', 'Value': 'testrail-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-28576'}]	False	region	testrail-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	3306	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	nan	nan	nan	nan	nan	nan	usw1
tis-prod	db.r5.xlarge	postgres	available	gds_admin	tis_prod	100	2021-04-26 11:39:26.713000+00:00	03:00-06:00	35	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-large', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	mon:00:00-mon:03:00	True	11.15	False	['tis-prod-1', 'arn:aws:rds:eu-west-1:497256801702:db:tis-prod']	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-XYSLB6XZSU6DEXSW2ZD4UT3SIE	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-XYSLB6XZSU6DEXSW2ZD4UT3SIE	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:tis-prod	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/travel_itinerary_service'}, {'Key': 'TenantTeam', 'Value': 'getaways-eng@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'travel_itinerary_service'}, {'Key': 'environment', 'Value': 'tis-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-29304'}]	False	region	tis-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	2022-08-04 12:29:30+00:00	us-west-1c	1000.0	stopped	nan	nan	nan	usw1
tis-prod-1	db.r5.xlarge	postgres	available	gds_admin	tis_prod	100	2021-04-26 11:57:43.617000+00:00	03:00-06:00	0	[]	[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]	[{'DBParameterGroupName': 'ipg-postgres11-large', 'ParameterApplyStatus': 'in-sync'}]	us-west-1a	mon:00:00-mon:03:00	True	11.15	False	[]	postgresql-license	[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]	False	gp2	0	nan	False	nan	db-FHQV4QNR5XAC463HNUBLTRW4CU	rds-ca-2019	[]	True	5	arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-FHQV4QNR5XAC463HNUBLTRW4CU	arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring	nan	arn:aws:rds:us-west-1:497256801702:db:tis-prod-1	False	True	arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6	7.0	nan	True	[]	[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/travel_itinerary_service'}, {'Key': 'TenantTeam', 'Value': 'getaways-eng@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'travel_itinerary_service'}, {'Key': 'environment', 'Value': 'tis-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-29304'}]	False	region	tis-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com	5432	Z10WI91S59XXQN	sgroup-1	Managed by Terraform	vpc-0a38df8f4ac2b624c	Complete	[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]	NaT	us-west-1c	1000.0	stopped	tis-prod	[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]	nan	usw1
