hostid	engine	Original JIRA	Core/Non-Core	Service Portal	DB_instance	Size	Blocker	Excelformula for pkmissing sheet	On-premise IP-RW	 DB VIP - RW	RDS VIP - RW	On-premise IP-RO	 DB VIP - RO	RDS VIP - RO	Region replica	jira	Expected Date	In Progress	Route53 RW Endpoint	Route53 RO Endpoint	Notes	Encrypted	hostid_dbname
gds_prod_snc1_db024	postgresql	GDS-2629			artemis_prod				10.30.24.174	gds-snc1-prod-artemis-rw-vip.snc1		10.30.25.174	gds-snc1-prod-artemis-ro-vip.snc1					Decommissioned			Automatically started due to failover		gds_prod_snc1_db024artemis_prod
gds_prod_snc1_db024	postgresql	GDS-3243	Core	proximity_notifications	proximity_notify_prod	260GB	PK Missing	Yes	10.30.24.181	gds-snc1-prod-proximity-notify-rw-vip.snc1	dedicated	10.30.25.181	gds-snc1-prod-proximity-notify-ro-vip.snc1			GDS-31969		Migrated	gds-proximity-notify-prod-rw.prod.us-west-1.aws.groupondev.com	gds-proximity-notify-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db024proximity_notify_prod
gds_prod_snc1_db024	postgresql	GDS-3277	Non-Core		gambit_prod				10.30.24.183	gds-snc1-prod-gambit-rw-vip.snc1		10.30.25.183	gds-snc1-prod-gambit-ro-vip.snc1					Decommissioned			Automatically started due to failover		gds_prod_snc1_db024gambit_prod
gds_prod_snc1_db030	postgresql	GDS-19515	Core	ada	ada_prod	108MB	PK Missing	No	10.30.32.24	gds-snc1-prod-ada-rw-vip.snc1	dedicated	10.30.33.24	gds-snc1-prod-ada-ro-vip.snc1			GDS-32094		Migrated	gds-ada-prod-rw.prod.us-west-1.aws.groupondev.com	gds-ada-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db030ada_prod
gds_prod_snc1_db030	postgresql	GDS-4106	Core	mailman	mailman_prod	27 GB	PK Missing	No	10.30.32.27	gds-snc1-prod-mailman-new-rw-vip.snc1	dedicated	10.30.33.27	gds-snc1-prod-mailman-new-ro-vip.snc1			GDS-32417		Migrated	gds-mailman-prod-rw.prod.us-west-1.aws.groupondev.com	gds-mailman-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db030mailman_prod
gds_prod_snc1_db030	postgresql	GDS-20811	Core	decision-engine	decision_engine_prod	8355 KB		No	10.30.32.28	gds-snc1-prod-decision-engine-rw-vip.snc1	dedicated	10.30.33.28	gds-snc1-prod-decision-engine-ro-vip.snc1			GDS-28048		Migrated	gds-decision-engine-prod-rw.prod.us-west-1.aws.groupondev.com	gds-decision-engine-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db030decision_engine_prod
gds_prod_snc1_db030	postgresql	GDS-4182	Non-Core	palehorse	palehorse_prod	102 GB	PK Missing	Yes	10.30.32.35	gds-snc1-prod-palehorse-rw-vip.snc1	pg_noncore_us_057_prod	10.30.33.35	gds-snc1-prod-palehorse-ro-vip.snc1			GDS-32737		Migrated	gds-pg-noncore-us-057-prod-rw.prod.us-west-1.aws.groupondev.com	gds-pg-noncore-us-057-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db030palehorse_prod
gds_prod_snc1_db030	postgresql	GDS-5299	Core	relevance	emerg_chann_emea_prod	150 GB			10.30.32.40	gds-snc1-prod-emerging-channels-emea-rw-vip.snc1	dedicated	10.30.33.40	gds-snc1-prod-emerging-channels-emea-ro-vip.snc1			GDS-32671		Decommissioned					gds_prod_snc1_db030emerg_chann_emea_prod
gds_prod_snc1_db030	postgresql	GDS-4106	Core	clo-inventory-service	clo_service_prod	291GB	PK Missing	Yes	10.30.32.26	gds-snc1-prod-clo-service-rw-vip.snc1	dedicated	10.30.33.26	gds-snc1-prod-clo-service-ro-vip.snc1			GDS-32456		In Progress	gds-clo-service-prod-rw.prod.us-west-1.aws.groupondev.com	gds-clo-service-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db030clo_service_prod
gds_prod_snc1_db030	postgresql	GDS-4022	Non-Core	m3_local_dora	localdata_dora_prod	13 GB	PK Missing	No	10.30.32.32	gds-snc1-prod-localdata-dora-rw-vip.snc1	pg_noncore_us_057_prod	10.30.33.32	gds-snc1-prod-localdata-dora-ro-vip.snc1			GDS-32384		Migrated	gds-pg-noncore-us-057-prod-rw.prod.us-west-1.aws.groupondev.com	gds-pg-noncore-us-057-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db030localdata_dora_prod
gds_prod_snc1_db030	postgresql	GDS-5174	Non-Core	mx-merchant-reporting	deal_cap_prod	389 MB	PK Missing	No	10.30.32.38	gds-snc1-prod-deal-cap-rw-vip.snc1	pg_noncore_us_057_prod	10.30.33.38	gds-snc1-prod-deal-cap-ro-vip.snc1			GDS-32385		Migrated	gds-pg-noncore-us-057-prod-rw.prod.us-west-1.aws.groupondev.com	gds-pg-noncore-us-057-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db030deal_cap_prod
gds_prod_snc1_db030	postgresql	GDS-3787	Core	god-dashboard	god_dashboard_prod	1286 GB		No	10.30.32.23	gds-snc1-prod-god-dashboard-rw-vip.snc1	dedicated	10.30.33.23	gds-snc1-prod-god-dashboard-ro-vip.snc1			GDS-32501		In Progress	gds-god-dashboard-prod-rw.prod.us-west-1.aws.groupondev.com	gds-god-dashboard-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db030god_dashboard_prod
gds_prod_snc1_db030	postgresql	GDS-5299	Core	relevance	relevanceindexer_prod	1GB	PK Missing	Yes	10.30.32.39	gds-snc1-prod-relevanceindexer-rw-vip.snc1	dedicated	10.30.33.39	gds-snc1-prod-relevanceindexer-ro-vip.snc1			GDS-32473		Migrated	gds-relevanceindexer-prod-rw.prod.us-west-1.aws.groupondev.com	gds-relevanceindexer-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db030relevanceindexer_prod
gds_prod_snc1_db030	postgresql	GDS-20873	Core	vendor-compliance-service	vendor_compliance_prod	148 MB	PK Missing	No	10.30.32.31	gds-snc1-prod-vendor-compliance-rw-vip.snc1		10.30.33.31	gds-snc1-prod-vendor-compliance-ro-vip.snc1			GDS-28059		In Progress	gds-vendor-compliance-prod-rw.prod.us-west-1.aws.groupondev.com	gds-vendor-compliance-prod-ro.prod.us-west-1.aws.groupondev.com	PK missing issue		gds_prod_snc1_db030vendor_compliance_prod
gds_prod_snc1_db030	postgresql	GDS-3732	Core	mpp-service	mpp_service_prod	9519 MB	No	No	10.30.32.22	gds-snc1-prod-mpp-service-rw-vip.snc1	dedicated	10.30.33.22	gds-snc1-prod-mpp-service-ro-vip.snc1		Yes	GDS-32270		Migrated	gds-mpp-service-prod-ro.prod.us-west-1.aws.groupondev.com	gds-mpp-service-prod-rw.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db030mpp_service_prod
gds_prod_snc1_db030	postgresql	GDS-4292	Non-Core		merchantinsights_prod	897 GB	PK Missing	Yes	10.30.32.36	gds-snc1-prod-merchantinsights-rw-vip.snc1		10.30.33.36	gds-snc1-prod-merchantinsights-ro-vip.snc1			GDS-30568		Decommissioned					gds_prod_snc1_db030merchantinsights_prod
gds_prod_snc1_db030	postgresql	GDS-19771	Non-Core		airflow3_prod	424 MB	No	No	10.30.32.25	gds-snc1-prod-airflow3-rw-vip.snc1		10.30.33.25	gds-snc1-prod-airflow3-ro-vip.snc1			GDS-31805		Decommissioned					gds_prod_snc1_db030airflow3_prod
gds_prod_snc1_db030	postgresql	GDS-3732	Core	travel-itinerary	tis_prod	45 GB	No	No	10.30.32.21	gds-snc1-prod-tis-rw-vip.snc1		10.30.33.21	gds-snc1-prod-tis-ro-vip.snc1		Yes	GDS-29304		Migrated	gds-tis-prod-rw.prod.us-west-1.aws.groupondev.com	gds-tis-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db030tis_prod
gds_prod_snc1_db030	postgresql	GDS-4298	Non-Core		ghunt_prod	7923 MB	No	No	10.30.32.37	gds-snc1-prod-ghunt-rw-vip.snc1		10.30.33.37	gds-snc1-prod-ghunt-ro-vip.snc1					Unknown			Active conn.		gds_prod_snc1_db030ghunt_prod
gds_prod_snc1_db030	postgresql	GDS-4162	Non-Core		cerebro2_prod	2337 MB	PK Missing	Yes	10.30.32.34	gds-snc1-prod-cerebro2-rw-vip.snc1		10.30.33.34	gds-snc1-prod-cerebro2-ro-vip.snc1					Unknown			Active conn.		gds_prod_snc1_db030cerebro2_prod
gds_prod_snc1_db031	mysql	GDS-3744	Non-Core	import-service	getaways_stgdata_prod	136.2		#N/A	10.30.32.16	gds-snc1-prod-getaways-stgdata-rw-vip.snc1	gds-my-noncore-us-002-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.16	gds-snc1-prod-getaways-stgdata-ro-vip.snc1	gds-my-noncore-us-002-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-32434		In Progress					gds_prod_snc1_db031getaways_stgdata_prod
gds_prod_snc1_db031	mysql	GDS-3781			edw_prod			#N/A	10.30.32.17	gds-snc1-prod-edw-rw-vip.snc1		10.30.33.17	gds-snc1-prod-edw-ro-vip.snc1					Decommissioned					gds_prod_snc1_db031edw_prod
gds_prod_snc1_db031	mysql	GDS-4189			grapher_prod			#N/A	10.30.32.70	gds-snc1-prod-grapher-rw-vip.snc1		10.30.33.70	gds-snc1-prod-grapher-ro-vip.snc1					Decommissioned					gds_prod_snc1_db031grapher_prod
gds_prod_snc1_db031	mysql	GDS-4295	Core	cerebro_v2	cerebro2_hue_prod	0.5		#N/A	10.30.32.69	gds-snc1-prod-cerebro2-hue-rw-vip.snc1	gds-cerebro2-hue-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.69	gds-snc1-prod-cerebro2-hue-ro-vip.snc1	gds-cerebro2-hue-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29240		Migrated					gds_prod_snc1_db031cerebro2_hue_prod
gds_prod_snc1_db031	mysql	GDS-3086	Non-Core	goods-smart-inventory-web-portal	smart_inventory_prod	224.5		#N/A	10.30.32.11	gds-snc1-prod-smart-inventory-rw-vip.snc1	my-noncore-us-003-prod	10.30.33.11	gds-snc1-prod-smart-inventory-ro-vip.snc1			GDS-27035		Decommissioned					gds_prod_snc1_db031smart_inventory_prod
gds_prod_snc1_db031	mysql	GDS-3961	Core	shopping_cart_service	goods_cart_svc_prod	120.9 GB		#N/A	10.30.32.61	gds-snc1-prod-goods-cart-svc-rw-vip.snc1	gds-goods-cart-svc-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.61	gds-snc1-prod-goods-cart-svc-ro-vip.snc1	gds-goods-cart-svc-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-30232		Migrated			On Prem needs to be decomissioned		gds_prod_snc1_db031goods_cart_svc_prod
gds_prod_snc1_db031	mysql	GDS-3659	Core	merchant-wallet	merchant_wallet_prod	55		#N/A	10.30.32.14	gds-snc1-prod-merchant-wallet-rw-vip.snc1	gds-merchant-wallet-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.14	gds-snc1-prod-merchant-wallet-ro-vip.snc1	gds-merchant-wallet-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29273		Migrated			On Prem needs to be decomissioned		gds_prod_snc1_db031merchant_wallet_prod
gds_prod_snc1_db031	mysql	GDS-3195			prod_etl_snc1_prod	53.6 GB		#N/A	10.30.32.67	gds-snc1-prod-prod-etl-snc1-rw-vip.snc1		10.30.33.67	gds-snc1-prod-prod-etl-snc1-ro-vip.snc1			GDS-35051		Unknown			Can see Application connections to Onprem DB		gds_prod_snc1_db031prod_etl_snc1_prod
gds_prod_snc1_db031	mysql	GDS-4294	Core	cerebro_v2	cerebro2_hive_prod	37.1 GB		#N/A	10.30.32.68	gds-snc1-prod-cerebro2-hive-rw-vip.snc1	gds-cerebro2-hive-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.68	gds-snc1-prod-cerebro2-hive-ro-vip.snc1	gds-cerebro2-hive-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29508		Migrated					gds_prod_snc1_db031cerebro2_hive_prod
gds_prod_snc1_db031	mysql	GDS-4131	Non-Core	prodsa-config	prodsa_config_prod	0		#N/A	10.30.32.65	gds-snc1-prod-prodsa-config-rw-vip.snc1	gds-my-noncore-us-001-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.65	gds-snc1-prod-prodsa-config-ro-vip.snc1	gds-my-noncore-us-001-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-27836		Migrated			On Prem needs to be decomissioned		gds_prod_snc1_db031prodsa_config_prod
gds_prod_snc1_db031	mysql	GDS-4374	Core	online_booking_3rd_party	be_3rd_party_prod	0.6		#N/A	10.30.32.18	gds-snc1-prod-be-3rd-party-rw-vip.snc1	gds-be-3rd-party-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.18	gds-snc1-prod-be-3rd-party-ro-vip.snc1	gds-be-3rd-party-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29274		Migrated					gds_prod_snc1_db031be_3rd_party_prod
gds_prod_snc1_db031	mysql	GDS-3636	Core	Fraud	orders_service_prod	4221.2		#N/A	10.30.32.13	gds-snc1-prod-fraud-rw-vip.snc1	gds-orders-service-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.13	gds-snc1-prod-fraud-ro-vip.snc1	gds-orders-service-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29275		Migrated					gds_prod_snc1_db031orders_service_prod
gds_prod_snc1_db031	mysql	GDS-3733	Core	self-services-service-engine	s3_engine_prod	148.6		#N/A	10.30.32.15	gds-snc1-prod-s3-engine-rw-vip.snc1	gds-s3-engine-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.15	gds-snc1-prod-s3-engine-ro-vip.snc1	gds-s3-engine-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29276		In Progress					gds_prod_snc1_db031s3_engine_prod
gds_prod_snc1_db031	mysql	GDS-19605	Non-Core	revgen-service	revgen_service_prod	20.6		#N/A	10.30.32.64	gds-snc1-prod-revgen-service-rw-vip.snc1	my-noncore-us-004-prod	10.30.33.64	gds-snc1-prod-revgen-service-ro-vip.snc1			GDS-34044		Decommissioned					gds_prod_snc1_db031revgen_service_prod
gds_prod_snc1_db033	mysql	GDS-6252	Non-Core	seo-mds	merchant_data_prod	77.3		#N/A	10.30.32.111	gds-snc1-prod-merchant-data-rw-vip.snc1	gds-my-noncore-gl-441-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.111	gds-snc1-prod-merchant-data-ro-vip.snc1	gds-my-noncore-gl-441-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-19958		Migrated					gds_prod_snc1_db033merchant_data_prod
gds_prod_snc1_db033	mysql	GDS-5892			social_raf_prod	4.3 GB		#N/A	10.30.32.113	gds-snc1-prod-social-raf-rw-vip.snc1		10.30.33.113	gds-snc1-prod-social-raf-ro-vip.snc1			GDS-32122		Decommissioned					gds_prod_snc1_db033social_raf_prod
gds_prod_snc1_db033	mysql	GDS-6595	Core	tronicon_service	arrowhead_prod	1.2 GB		#N/A	10.30.32.116	gds-snc1-prod-arrowhead-rw-vip.snc1	dedicated	10.30.33.116				GDS-34230		Not Started					gds_prod_snc1_db033arrowhead_prod
gds_prod_snc1_db033	mysql	GDS-5892			sem_prod	93.3 GB		#N/A	10.30.32.112	gds-snc1-prod-sem-rw-vip.snc1	gds-my-noncore-us-001-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.112	gds-snc1-prod-sem-ro-vip.snc1	gds-my-noncore-us-001-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-27837		Migrated			On Prem needs to be decomissioned		gds_prod_snc1_db033sem_prod
gds_prod_snc1_db033	mysql	GDS-6346	Core	crm-message-service	crm_message_prod	120.8 GB		#N/A	10.30.32.114	gds-snc1-prod-crm-message-rw-vip.snc1	gds-crm-message-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.114	gds-snc1-prod-crm-message-ro-vip.snc1	gds-crm-message-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29538		Migrated			On Prem needs to be decomissioned		gds_prod_snc1_db033crm_message_prod
gds_prod_snc1_db033	mysql	GDS-6348			geoplaces_prod	1.7 GB		#N/A	10.30.32.115	gds-snc1-prod-geoplaces-rw-vip.snc1		10.30.33.115	gds-snc1-prod-geoplaces-ro-vip.snc1			GDS-35051		Pre-destroyed					gds_prod_snc1_db033geoplaces_prod
gds_prod_snc1_db033	mysql	GDS-3568	Core	accounting_service	accounting_prod	3423 GB		#N/A	10.30.32.10	gds-snc1-prod-accounting-rw-vip.snc1	gds-accounting-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.10	gds-snc1-prod-accounting-ro-vip.snc1	gds-accounting-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-30233		In Progress					gds_prod_snc1_db033accounting_prod
gds_prod_snc1_db033	mysql	GDS-6521			arrowhead_ui_prod	241.2 GB		#N/A	10.30.32.117	gds-snc1-prod-arrowhead-ui-rw-vip.snc1		10.30.33.117				GDS-35051		Unknown			Can see Application connections to Onprem DB		gds_prod_snc1_db033arrowhead_ui_prod
gds_prod_snc1_db033	mysql	GDS-6699	Core	gdoop	gdoop_hue_prod	0		#N/A	10.30.32.120	gds-snc1-prod-gdoop-hue-rw-vip.snc1	gds-gdoop-hue-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.120	gds-snc1-prod-gdoop-hue-ro-vip.snc1	gds-gdoop-hue-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29277		Migrated			On Prem needs to be decomissioned		gds_prod_snc1_db033gdoop_hue_prod
gds_prod_snc1_db033	mysql	GDS-6702 # __SOX__	Core	bookingtool	br_booking_prod	311.8 GB		#N/A	10.30.32.119	gds-snc1-prod-br-booking-rw-vip.snc1	dedicated	10.30.33.119	gds-snc1-prod-br-booking-ro-vip.snc1			GDS-29605		Decommissioned			On Prem needs to be decomissioned		gds_prod_snc1_db033br_booking_prod
gds_prod_snc1_db033	mysql	GDS-5992 # __SOX__			ideel_prod			#N/A	10.30.32.118	gds-snc1-prod-ideel-rw-vip.snc1		10.30.33.118	gds-snc1-prod-ideel-ro-vip.snc1					Decommissioned					gds_prod_snc1_db033ideel_prod
gds_prod_snc1_db035	mysql	GDS-5660	Non-Core	larc	larc_prod	509.1 GB		#N/A	10.30.32.47	gds-snc1-prod-larc-rw-vip.snc1	gds-my-noncore-us-002-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.47	gds-snc1-prod-larc-ro-vip.snc1	gds-my-noncore-us-002-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-32103		Migrated			On Prem needs to be decomissioned		gds_prod_snc1_db035larc_prod
gds_prod_snc1_db035	mysql	GDS-xxxx	Core	goods-inventory-service	goods_inventory_prod	646.2 GB		#N/A	10.30.32.41	gds-snc1-prod-goods-inventory-rw-vip.snc1	dedicated	10.30.33.41	gds-snc1-prod-goods-inventory-ro-vip.snc1			GDS-34231		Not Started			To be decommissioned		gds_prod_snc1_db035goods_inventory_prod
gds_prod_snc1_db035	mysql	GDS-3173	Core	deal-catalog	dealservice_prod	1658.5 GB		#N/A	10.30.32.44	gds-snc1-prod-dealservice-rw-vip.snc1	gds-dealservice-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.44	gds-snc1-prod-dealservice-ro-vip.snc1	gds-dealservice-prod-ro.prod.us-west-1.aws.groupondev.com	Yes	GDS-29982		In Progress					gds_prod_snc1_db035dealservice_prod
gds_prod_snc1_db035	mysql	GDS-4436			metrics_prod			#N/A	10.30.32.45	gds-snc1-prod-metrics-rw-vip.snc1		10.30.33.45	gds-snc1-prod-metrics-ro-vip.snc1					Migrated			On Prem needs to be decomissioned		gds_prod_snc1_db035metrics_prod
gds_prod_snc1_db035	mysql	GDS-3192	Core	gazebo	editorialwriters_prod	15.4 GB		#N/A	10.30.32.42	gds-snc1-prod-editorialwriters-rw-vip.snc1	gds-editorial-rw.prod.us-west-1.aws.groupondev.com	10.30.33.42	gds-snc1-prod-editorialwriters-ro-vip.snc1	gds-editorial-ro.prod.us-west-1.aws.groupondev.com		GDS-32321		Migrated					gds_prod_snc1_db035editorialwriters_prod
gds_prod_snc1_db035	mysql	GDS-3193	Core	bynder-integration-service	iamsam_prod	11.6 GB		#N/A	10.30.32.43	gds-snc1-prod-iamsam-rw-vip.snc1	gds-iamsam-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.43	gds-snc1-prod-iamsam-ro-vip.snc1	gds-iamsam-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-30578		Migrated			On Prem needs to be decomissioned		gds_prod_snc1_db035iamsam_prod
gds_prod_snc1_db037	mysql	GDS-4717 # __SOX__	Core	killbill-payments	killbill_prod	7754.2 GB		#N/A	10.30.32.56	gds-snc1-prod-killbill-rw-vip.snc1	gds-killbill-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.56	gds-snc1-prod-killbill-ro-vip.snc1	gds-killbill-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-30234		In Progress			Data to be purged before migrating		gds_prod_snc1_db037killbill_prod
gds_prod_snc1_db038	postgresql	GDS-4278	Core	accounting_service	backbeat_prod	7869 GB		Yes	10.30.32.57	gds-snc1-prod-account-backb-rw-vip.snc1	dedicated	10.30.33.57	gds-snc1-prod-account-backb-ro-vip.snc1			GDS-32436		In Progress	gds-backbeat-acct-prod-rw.prod.us-west-1.aws.groupondev.com	gds-backbeat-acct-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db038backbeat_prod
gds_prod_snc1_db039	mysql	GDS-5490	Core	da-cost-extraction	cost_extraction_prod	7.9 GB		#N/A	10.30.32.105	gds-snc1-prod-cost-extraction-rw-vip.snc1	dedicated	10.30.33.105	gds-snc1-prod-cost-extraction-ro-vip.snc1			GDS-32084		Not Started			To be decommissioned		gds_prod_snc1_db039cost_extraction_prod
gds_prod_snc1_db039	mysql	GDS-5552 # __SOX__	Non-Core	opswise	opswise_cntrl_prod	80.2 GB		#N/A	10.30.32.107	gds-snc1-prod-opswise-cntrl-rw-vip.snc1	gds-my-noncore-us-005-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.107	gds-snc1-prod-opswise-cntrl-ro-vip.snc1	gds-my-noncore-us-005-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-34045		Not Started			"To be decommissioned decomm by Sep 30, 2022 "		gds_prod_snc1_db039opswise_cntrl_prod
gds_prod_snc1_db039	mysql	GDS-6085	Core	pricing_service	pricing_prod	1232.7 GB		#N/A	10.30.32.109	gds-snc1-prod-pricing-rw-vip.snc1	gds-pricing-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.109	gds-snc1-prod-pricing-ro-vip.snc1	gds-pricing-prod-ro.prod.us-west-1.aws.groupondev.com	Yes	GDS-19960		Migrated			On Prem needs to be decomissioned		gds_prod_snc1_db039pricing_prod
gds_prod_snc1_db039	mysql	GDS-5424	Core	ts2	affiliate_track_prod	9.2 GB		#N/A	10.30.32.103	gds-snc1-prod-affiliate-track-rw-vip.snc1	gds-affiliate-track-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.103	gds-snc1-prod-affiliate-track-ro-vip.snc1	gds-affiliate-track-prod-ro.prod.us-west-1.aws.groupondev.com		GDS-29278		In Progress					gds_prod_snc1_db039affiliate_track_prod
gds_prod_snc1_db039	mysql	GDS-6112	Core	getaways-inventory	gtwy_travel_inv_prod	318.5 GB		#N/A	10.30.32.110	gds-snc1-prod-gtwy-travel-inv-rw-vip.snc1	gds-gtwy-travel-inv-prod-rw.prod.us-west-1.aws.groupondev.com	10.30.33.110	gds-snc1-prod-gtwy-travel-inv-ro-vip.snc1	gds-gtwy-travel-inv-prod-ro.prod.us-west-1.aws.groupondev.com	Yes	GDS-32459		In Progress					gds_prod_snc1_db039gtwy_travel_inv_prod
gds_prod_snc1_db039	mysql	GDS-5517			pamela_prod			#N/A	10.30.32.106	gds-snc1-prod-pamela-rw-vip.snc1		10.30.33.106	gds-snc1-prod-pamela-ro-vip.snc1					Decommissioned			Predestroyed wrt GDS-27970 (Pre-destroy idle instances on cluster 039)		gds_prod_snc1_db039pamela_prod
gds_prod_snc1_db039	mysql	GDS-xxxx building on emergency	Core	goods_stores	stores_prod	309.3 GB		#N/A	10.30.32.108	gds-snc1-prod-stores-rw-vip.snc1	global	10.30.33.108	gds-snc1-prod-stores-ro-vip.snc1			GDS-34232		Not Started			To be decommissioned		gds_prod_snc1_db039stores_prod
gds_prod_snc1_db040	postgresql	GDS-6057			deliver_take_prod	4234 MB	No	No	10.30.32.126	gds-snc1-prod-delivery-and-takeout-n-rw-vip.snc1		10.30.33.126	gds-snc1-prod-delivery-and-takeout-n-ro-vip.snc1					Decommissioned					gds_prod_snc1_db040deliver_take_prod
gds_prod_snc1_db040	postgresql	GDS-7552	Non-Core		flux_prod	282 MB	PK Missing	Yes	10.30.32.140	gds-snc1-prod-flux-rw-vip.snc1		10.30.33.140	gds-snc1-prod-flux-ro-vip.snc1					Unknown			Active conn.		gds_prod_snc1_db040flux_prod
gds_prod_snc1_db040	postgresql	GDS-5355	Core	reverse-logistics-service	reverselogistics_prod	4339 MB	No	No	10.30.32.123	gds-snc1-prod-reverselogistics-rw-vip.snc1	dedicated	10.30.33.123	gds-snc1-prod-reverselogistics-ro-vip.snc1			GDS-32502		Decommissioned			will be decomm		gds_prod_snc1_db040reverselogistics_prod
gds_prod_snc1_db040	postgresql	GDS-6208	Non-Core	mx-merchant-preparation	merch_self_prod	64 GB	PK Missing	Yes	10.30.32.131	gds-snc1-prod-merch-self-prep-n-rw-vip.snc1	pg_noncore_us_057_prod	10.30.33.131	gds-snc1-prod-merch-self-prep-n-ro-vip.snc1			GDS-33088		Migrated	gds-pg-noncore-us-057-prod-rw.prod.us-west-1.aws.groupondev.com	gds-pg-noncore-us-057-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db040merch_self_prod
gds_prod_snc1_db040	postgresql	GDS-6205			glob_subs_prod	732 GB	PK Missing	No	10.30.32.128	gds-snc1-prod-comp-n-glob-subs-rw-vip.snc1		10.30.33.128	gds-snc1-prod-comp-n-glob-subs-ro-vip.snc1					Decommissioned			still running from past 1 year		gds_prod_snc1_db040glob_subs_prod
gds_prod_snc1_db040	postgresql	GDS-6206	Core	relevance	darwin_prod	95 GB	PK Missing	Yes	10.30.32.129	gds-snc1-prod-relevance-darwin-n-rw-vip.snc1	dedicated	10.30.33.129	gds-snc1-prod-relevance-darwin-n-ro-vip.snc1			GDS-32426		Migrated	gds-darwin-prod-rw.prod.us-west-1.aws.groupondev.com	gds-darwin-prod-ro.prod.us-west-1.aws.groupondev.com			gds_prod_snc1_db040darwin_prod
gds_prod_snc1_db040	postgresql	GDS-6734 # __SOX__	Core		cb_auto_prod				10.30.32.133	gds-snc1-prod-cb-auto-rw-vip.snc1	dedicated	10.30.33.133	gds-snc1-prod-cb-auto-ro-vip.snc1					Decommissioned					gds_prod_snc1_db040cb_auto_prod
gds_prod_snc1_db040	postgresql	GDS-5795			inb_sch_prod	3026 MB			10.30.32.125	gds-snc1-prod-inb-sched-n-rw-vip.snc1		10.30.33.125	gds-snc1-prod-inb-sched-n-ro-vip.snc1					Decommissioned					gds_prod_snc1_db040inb_sch_prod
gds_prod_snc1_db040	postgresql	GDS-20252	Non-Core		appreviewbot_prod	66 MB			10.30.32.138	gds-snc1-prod-appreviewbot-rw-vip.snc1		10.30.33.138	gds-snc1-prod-appreviewbot-ro-vip.snc1			GDS-28060		Decommissioned					gds_prod_snc1_db040appreviewbot_prod
